time_s,track_id,lat_deg,lon_deg,alt_m,range_m,azimuth_deg,elevation_deg,radial_velocity_mps,snr_db,rcs_dbsm,x_ecef_m,y_ecef_m,z_ecef_m,vx_ecef_mps,vy_ecef_mps,vz_ecef_mps
5.25,1,38.94464244713869,-76.97612807518051,6406.3194847600535,9275.669623169188,51.583754122138885,43.652096870376596,1749.0247699175309,46.77051177707613,-5.665509707288694,1117782.1939074453,-4832459.834532821,4008641.4504685546,1072.570797200219,-194.46534005864214,1367.9216655961163
5.5,1,38.94642318154795,-76.97323693372878,6704.8162338892,9712.715499678046,51.58375412213957,43.62332019497836,1747.3424672336237,45.94375048261165,-4.883314190859272,1118050.2831111883,-4832508.218470914,4008983.238410833,1072.1428327447074,-192.60616468779176,1366.38187262979
5.75,1,38.94820368189738,-76.9703459112743,7002.716049528681,10149.34096943371,51.58375412214252,43.594515943891516,1745.6615163203319,45.18967737853788,-4.12857122205181,1118318.2653238177,-4832556.137615166,4009324.6414048695,1071.714868289196,-190.74698931694127,1364.8420796634632
6.0,1,38.949983948725574,-76.96745500699012,7300.018929542042,10585.546370701124,51.583754122138885,43.56568409203224,1743.9819197619277,44.1466269809656,-4.3210864369281055,1118586.1405453328,-4832603.591965573,4009665.6594506647,1071.2869038336844,-188.8878139460909,1363.3022866971369
6.25,1,38.95176398257081,-76.9645642200495,7596.724871804006,11021.332042393158,51.58375412213758,43.53682461434142,1742.3036801471364,44.57321298429211,-4.7108806013100155,1118853.9087757342,-4832650.581522138,4010006.2925482183,1070.8589393781726,-187.0286385752404,1361.7624937308103
6.5,1,38.953543783971135,-76.96167354962576,7892.833874197677,11456.698324069408,51.58375412214036,43.50793748575887,1740.6268000691525,41.99827846843103,-6.457155819855666,1119121.570015022,-4832697.1062848605,4010346.54069753,1070.430974922661,-185.16946320439,1360.2227007644838
6.75,1,38.9553233534643,-76.95878299489242,8188.345934616402,11891.645555938878,51.58375412213752,43.47902268123045,1738.9512821256387,40.71256606017895,-5.470372654292795,1119389.1242631956,-4832743.16625374,4010686.4038986005,1070.0030104671496,-183.31028783353952,1358.6829077981574
7.0,1,38.95710269158779,-76.95589255502307,8483.261050964706,12326.174078860424,51.58375412214161,43.45008017571923,1737.2771289187217,44.35675074852044,-5.275142251226684,1119656.5715202556,-4832788.761428778,4011025.882151429,1069.575046011638,-181.45111246268903,1357.1431148318309
7.25,1,38.958881798878856,-76.95300222919151,8777.579221148975,12760.284234343646,51.583754122136554,43.421109944176436,1735.6043430550124,42.702142774428694,-5.8658311156932434,1119923.9117862014,-4832833.891809971,4011364.9754560166,1069.1470815561263,-179.59193709183864,1355.6033218655043
7.5,1,38.96066067587442,-76.95011201657162,9071.300443096086,13193.976364550883,51.583754122139,43.392111961594445,1733.932927145582,39.515201869712435,-6.682869771615804,1120191.1450610335,-4832878.557397324,4011703.683812362,1068.7191171006148,-177.73276172098815,1354.063528899178
7.75,1,38.962439323111184,-76.94722191633743,9364.424714733846,13627.250812296976,51.583754122139965,43.363086202941126,1732.2628838059957,40.796114691918945,-4.837246934894995,1120458.2713447518,-4832922.758190832,4012042.0072204657,1068.2911526451032,-175.87358635013777,1352.5237359328512
8.0,1,38.96421774112557,-76.94433192766307,9656.952034003101,14060.107921052604,51.583754122139,43.334032643217036,1730.5942156562883,40.667148302115216,-4.288773420207145,1120725.290637356,-4832966.494190498,4012379.945680328,1067.8631881895917,-174.01441097928728,1350.9839429665249
8.25,1,38.96599593045372,-76.94144204972285,9948.88239885401,14492.54803494327,51.58375412214059,43.30495125742216,1728.9269253209839,37.62950647482849,-5.348725072248437,1120992.2029388468,-4833009.765396322,4012717.499191949,1067.43522373408,-172.1552356084369,1349.4441500001983
8.5,1,38.96777389163153,-76.93855228169117,10240.215807246044,14924.571498750429,51.58375412213934,43.275842020565086,1727.2610154290928,37.6613165143605,-4.142024118742846,1121259.0082492232,-4833052.571808303,4013054.6677553286,1067.0072592785684,-170.2960602375864,1347.9043570338717
8.75,1,38.96955162519462,-76.93566262274261,10530.952257147059,15356.178657914057,51.58375412214019,43.24670490766878,1725.596488614114,35.282099325048705,-6.275686323337922,1121525.7065684858,-4833094.913426441,4013391.451370466,1066.579294823057,-168.43688486673602,1346.3645640675454
9.0,1,38.971329131678324,-76.93277307205182,10821.091746535152,15787.369858533331,51.58375412213928,43.217539893757,1723.9333475140402,38.06193014735522,-5.919452286001611,1121792.2978966348,-4833136.790250735,4013727.850037362,1066.1513303675451,-166.57770949588553,1344.8247711012186
9.25,1,38.973106411617756,-76.92988362879359,11110.634273399599,16218.145447367593,51.58375412213837,43.188346953880355,1722.2715947713523,37.98092307077022,-4.857574263929434,1122058.7822336697,-4833178.202281188,4014063.863756017,1065.7233659120336,-164.71853412503503,1343.2849781348923
9.5,1,38.97488346554773,-76.92699429214288,11399.579835735261,16648.50577183642,51.58375412214019,43.1591260630849,1720.6112330330352,36.46206894153308,-5.427252646336534,1122325.159579591,-4833219.149517799,4014399.4925264297,1065.295401456522,-162.85935875418465,1341.7451851685657
9.75,1,38.976660294002826,-76.92410506127473,11687.928431548178,17078.45118002197,51.58375412213809,43.12987719642649,1718.9522649505725,35.08336761648586,-4.374409606032663,1122591.4299343978,-4833259.631960565,4014734.736348601,1064.8674370010106,-161.00018338333416,1340.2053922022392
10.0,1,38.97843689751732,-76.92121593536433,11975.680058856495,17507.982020670628,51.58375412214076,43.10060032898406,1717.2946931799452,33.94670443967428,-4.5432247624425885,1122857.5932980913,-4833299.64960949,4015069.5952225304,1064.4394725454988,-159.14100801248378,1338.6655992359129
10.25,1,38.98021327662528,-76.91832691358698,12262.834715683013,17937.098643192818,51.58375412213911,43.07129543583217,1715.638520381645,34.0864363518699,-5.363053846565072,1123123.6496706707,-4833339.202464571,4015404.0691482187,1064.0115080899873,-157.2818326416333,1337.1258062695863
10.5,1,38.98198943186046,-76.91543799511811,12549.392400065437,18365.80139766459,51.583754122138714,43.04196249207204,1713.983749220663,35.41354961459101,-6.195839645589039,1123389.599052136,-4833378.290525811,4015738.1581256655,1063.5835436344757,-155.4226572707829,1335.5860133032597
10.75,1,38.98376536375638,-76.91254917913328,12835.353110045195,18794.09063482909,51.583754122138885,43.01260147280142,1712.330382366508,34.06413556077236,-5.469402340202723,1123655.441442488,-4833416.913793207,4016071.8621548708,1063.1555791789642,-153.5634818999324,1334.0462203369334
11.0,1,38.985541072846296,-76.90966046480816,13120.716843676753,19221.966706096355,51.58375412213934,42.98321235313917,1710.6784224931928,34.541149524672846,-4.519253341094091,1123921.1768417256,-4833455.072266761,4016405.181235834,1062.7276147234525,-151.70430652908203,1332.5064273706066
11.25,1,38.9873165596632,-76.90677185131854,13405.483599023893,19649.429963547143,51.58375412214036,42.95379510820881,1709.0278722792511,33.06903079626761,-4.334614891027214,1124186.8052498498,-4833492.765946472,4016738.1153685558,1062.299650267941,-149.84513115823154,1330.9666344042803
11.5,1,38.98909182473985,-76.90388333784036,13689.653374155983,20076.480759931026,51.583754122139226,42.92434971314987,1707.3787344077277,32.73306010080448,-5.423298312044154,1124452.3266668597,-4833529.99483234,4017070.664553036,1061.8716858124294,-147.98595578738104,1329.4268414379537
11.75,1,38.99086686860869,-76.90099492354963,13973.226167159155,20503.1194486703,51.58375412213877,42.894876143117465,1705.731011566185,29.632977381159986,-6.68733443395803,1124717.7410927557,-4833566.758924366,4017402.828789275,1061.4437213569179,-146.12678041653066,1327.8870484716272
